title,categoryName,price,totalScore,reviewsCount,deskripsi_gabungan
RM Seafood Pak Petruk,Restoran Seafood,$$,4.4,1816.0,rm seafood pak petruk restoran seafood $$
Swikee Ijo Purwodadi,Restoran,harga standar,4.5,239.0,swikee ijo purwodadi restoran harga standar
Bakso Goreng Gemoy,Restoran cepat saji,harga standar,5.0,1.0,bakso goreng gemoy restoran cepat saji harga standar
Es Gong 2000,Kedai Jus,harga standar,4.4,81.0,es gong 2000 kedai jus harga standar
dawet telasih bu dermi kedunglumbu,Restoran Indonesia,harga standar,0.0,0.0,dawet telasih bu dermi kedunglumbu restoran indonesia harga standar
Cendhono Coffee,Kafe,$,4.2,419.0,cendhono coffee kafe $
Jl. Mayor Sunaryo No.32 No.56,kuliner umum,harga standar,0.0,0.0,jl. mayor sunaryo no.32 no.56 kuliner umum harga standar
Jl. Mayor Sunaryo No.32 No.63,kuliner umum,harga standar,0.0,0.0,jl. mayor sunaryo no.32 no.63 kuliner umum harga standar
Meurdue Chocolate & Coffee,Kedai Kopi,harga standar,4.6,423.0,meurdue chocolate & coffee kedai kopi harga standar
Warung Makan Om Otong,Restoran,harga standar,3.8,4.0,warung makan om otong restoran harga standar
Bebek Goreng Ps.Gedhe,Pujasera,$,4.2,97.0,bebek goreng ps.gedhe pujasera $
Sate Kambing Pak Mesran,Restoran Sate,$$,4.2,394.0,sate kambing pak mesran restoran sate $$
Kedai Kopi Pak Agus,Kafe,harga standar,4.7,531.0,kedai kopi pak agus kafe harga standar
Kelenteng Tien Kok Sie (Vihara Alokiteswara),Tempat Ibadah,harga standar,4.8,89.0,kelenteng tien kok sie (vihara alokiteswara) tempat ibadah harga standar
Juara,Warung Makanan Kecil,harga standar,0.0,0.0,juara warung makanan kecil harga standar
Mie Ayam Subur,Restoran Mie,$,4.6,1371.0,mie ayam subur restoran mie $
Gedung Djoeang 45,Bangunan Bersejarah,harga standar,4.6,951.0,gedung djoeang 45 bangunan bersejarah harga standar
Jembatan Pasar Harjo Nagoro (Pasar Gede),Bangunan Bersejarah,harga standar,4.7,26.0,jembatan pasar harjo nagoro (pasar gede) bangunan bersejarah harga standar
Kuliner Pasar PucangSawit,Restoran,harga standar,4.0,16.0,kuliner pasar pucangsawit restoran harga standar
Wedangan Pasar Sangkrah,Pasar,harga standar,4.4,238.0,wedangan pasar sangkrah pasar harga standar
Sate Kambing Ciptoning,Restoran Sate,harga standar,4.5,35.0,sate kambing ciptoning restoran sate harga standar
Tahu Kupat Mas Yozi,Warung Makanan Kecil,harga standar,3.0,1.0,tahu kupat mas yozi warung makanan kecil harga standar
Bebek Mropol Yosodipuro (Mangkubumen),Rumah Makan,$,4.6,2081.0,bebek mropol yosodipuro (mangkubumen) rumah makan $
RM Oh La Vita,Restoran Italia,$$,4.4,4283.0,rm oh la vita restoran italia $$
Combo Warung,Restoran Indonesia,$,4.5,459.0,combo warung restoran indonesia $
"Siomay Manahan, Solo Radio",Restoran cepat saji,harga standar,4.6,667.0,"siomay manahan, solo radio restoran cepat saji harga standar"
Nasi liwet Bu Tini Solo Balapan,Warung nasi,harga standar,4.4,47.0,nasi liwet bu tini solo balapan warung nasi harga standar
Warung SERBI (Serba Babi),Restoran Sate,harga standar,4.7,316.0,warung serbi (serba babi) restoran sate harga standar
Iga Bakar Mangkubumi,Restoran Barbeque,harga standar,4.9,630.0,iga bakar mangkubumi restoran barbeque harga standar
Mie Gacoan Mawar Solo,Restoran Mie,$,4.6,19636.0,mie gacoan mawar solo restoran mie $
"Ndalem Ibu, Ayam Taliwang, Surakarta",Restoran Masakan Ayam,harga standar,4.3,359.0,"ndalem ibu, ayam taliwang, surakarta restoran masakan ayam harga standar"
Warung Makan Bu Sri Manahan,Restoran Jawa,$,4.5,338.0,warung makan bu sri manahan restoran jawa $
"Sate Kambing ""Pak Mardi"" Mangkunegaran",Restoran Sate,$$,4.6,1310.0,"sate kambing ""pak mardi"" mangkunegaran restoran sate $$"
Warung Bakmi Sido Mampir,Restoran China,$,4.5,272.0,warung bakmi sido mampir restoran china $
Nawa Bistro,Restoran,harga standar,4.7,1087.0,nawa bistro restoran harga standar
Dawet Telasih BuDermi Pasar Gede,Restoran cendol,$$,4.4,345.0,dawet telasih budermi pasar gede restoran cendol $$
Ayam Tim Goreng Dewi Sri Bu Better,Restoran Masakan Ayam,$$,4.5,1639.0,ayam tim goreng dewi sri bu better restoran masakan ayam $$
Sate Kambing Mbok Galak,Restoran Sate,harga standar,4.4,7427.0,sate kambing mbok galak restoran sate harga standar
Soemoer Timbo Heritage Resto,Restoran,harga standar,4.4,1319.0,soemoer timbo heritage resto restoran harga standar
Tenda Daun Solo,Restoran,harga standar,4.2,1307.0,tenda daun solo restoran harga standar
Janaco Resto & Coffee,Restoran,harga standar,4.5,727.0,janaco resto & coffee restoran harga standar
Selera Jawa Sunda (SJS),Restoran Indonesia,harga standar,4.5,2072.0,selera jawa sunda (sjs) restoran indonesia harga standar
Pecel Bu Kis Sumber,Restoran Jawa,harga standar,4.4,341.0,pecel bu kis sumber restoran jawa harga standar
Burjo Kijing,Restoran,harga standar,4.4,785.0,burjo kijing restoran harga standar
Luwes Lojiwetan,Toko Swalayan,harga standar,4.5,4136.0,luwes lojiwetan toko swalayan harga standar
bakso bakar gladak,Restoran Bakso,harga standar,4.8,10.0,bakso bakar gladak restoran bakso harga standar
Teras Solo Syariah Guest House,Guest house,harga standar,4.3,313.0,teras solo syariah guest house guest house harga standar
Horison Aziza Solo,Hotel,US$13,4.5,4162.0,horison aziza solo hotel us$13
Roti Kue Morina,Toko,harga standar,4.8,417.0,roti kue morina toko harga standar
Wedangan Pak Medi,Restoran,harga standar,4.5,2.0,wedangan pak medi restoran harga standar
Beteng Trade Center (BTC),Pusat Perbelanjaan,harga standar,4.6,5038.0,beteng trade center (btc) pusat perbelanjaan harga standar
Pasar Kliwon,Pasar,harga standar,4.4,691.0,pasar kliwon pasar harga standar
Pasar Tanggul,Pasar,harga standar,4.4,541.0,pasar tanggul pasar harga standar
"Sop Iga ""Petra""",Kedai Sup,harga standar,0.0,0.0,"sop iga ""petra"" kedai sup harga standar"
Koteru,Kedai Kopi,harga standar,0.0,0.0,koteru kedai kopi harga standar
"Pempek Kito Nian ""Cik Titin""",Restoran Pempek,harga standar,0.0,0.0,"pempek kito nian ""cik titin"" restoran pempek harga standar"
ANGKRINGAN MASBOB,Restoran,harga standar,5.0,17.0,angkringan masbob restoran harga standar
Warung Makan Bu Barkah,Warung Makanan Kecil,harga standar,5.0,2.0,warung makan bu barkah warung makanan kecil harga standar
Mbak Santi PGS,Warung Makanan Kecil,harga standar,0.0,0.0,mbak santi pgs warung makanan kecil harga standar
Warung Mbak Mar,Warung Makanan Kecil,harga standar,0.0,0.0,warung mbak mar warung makanan kecil harga standar
Mie Ayam Galabo,Restoran,harga standar,5.0,2.0,mie ayam galabo restoran harga standar
Salon Mobil AMC solo,Tempat Pencucian Mobil,harga standar,4.3,172.0,salon mobil amc solo tempat pencucian mobil harga standar
Los Buah Pasar Gedhe,Pasar,harga standar,4.5,59.0,los buah pasar gedhe pasar harga standar
Warung Makan Panampi,Warung Makanan Kecil,harga standar,0.0,0.0,warung makan panampi warung makanan kecil harga standar
Kuliner KULKASE MARNI,Restoran Indonesia,harga standar,5.0,25.0,kuliner kulkase marni restoran indonesia harga standar
"ES PUTER ANEKA RASA ""Pak Sis""",Restoran Hidangan Penutup,$,4.6,285.0,"es puter aneka rasa ""pak sis"" restoran hidangan penutup $"
Timlo Kwali Ayam Kampung Jempol,Kedai Sup,harga standar,4.2,360.0,timlo kwali ayam kampung jempol kedai sup harga standar
Warung Makan Gudangan Trancam - Bu Nah,Restoran Indonesia,harga standar,4.4,295.0,warung makan gudangan trancam - bu nah restoran indonesia harga standar
Pasar Nongko,Pasar tradisional,harga standar,4.3,4390.0,pasar nongko pasar tradisional harga standar
Depot Cik Lan,Restoran Sup,harga standar,4.5,101.0,depot cik lan restoran sup harga standar
Warung Makan Wora Wari,Restoran Jawa,harga standar,4.4,85.0,warung makan wora wari restoran jawa harga standar
Bubur Jang Kie Solo,Restoran Bubur,harga standar,4.5,363.0,bubur jang kie solo restoran bubur harga standar
Warung Soto Ayam Kampung Bu Parmi,Restoran Soto Ayam,$,4.7,268.0,warung soto ayam kampung bu parmi restoran soto ayam $
Bandeng Segar Mbak Mar,Restoran Jawa,$$,4.3,639.0,bandeng segar mbak mar restoran jawa $$
Roda Dim Sum,Restoran Dim Sum,$$,4.0,764.0,roda dim sum restoran dim sum $$
Obonk Steak & Ribs Solo,Restoran Steak,$$,4.5,2647.0,obonk steak & ribs solo restoran steak $$
Wedangan Pak Yo (Kemin),Kafe,$,4.6,208.0,wedangan pak yo (kemin) kafe $
Sasana Krida Mangkubumen,Pujasera,harga standar,4.7,465.0,sasana krida mangkubumen pujasera harga standar
Shigeru Solo Paragon,Restoran Jepang,$$,4.5,106.0,shigeru solo paragon restoran jepang $$
"Sambal Bakar Seafood Kang Maman, Rumah makan , warung makan , restoran Sambal Seafood Enak di Solo",Restoran Jawa,harga standar,4.8,177.0,"sambal bakar seafood kang maman, rumah makan , warung makan , restoran sambal seafood enak di solo restoran jawa harga standar"
Sentra Kuliner Kembul Swarga,Produsen makanan,harga standar,5.0,28.0,sentra kuliner kembul swarga produsen makanan harga standar
"Warung Makan ""BU MUL""",Restoran Jawa,$$,4.4,1240.0,"warung makan ""bu mul"" restoran jawa $$"
Soto Pleret,Restoran soto,$$,4.6,520.0,soto pleret restoran soto $$
Warung Makan Tahu Kupat & Telur Sido Mampir,Rumah Makan,$,4.6,312.0,warung makan tahu kupat & telur sido mampir rumah makan $
Warung Makan BUNDA SOLO,Restoran,$$,4.5,318.0,warung makan bunda solo restoran $$
Nasi Uduk Bebek Goreng Bu Bibit,Restoran Nasi Uduk,$$,4.4,2437.0,nasi uduk bebek goreng bu bibit restoran nasi uduk $$
Moro Seneng,Restoran Seafood,$,4.1,521.0,moro seneng restoran seafood $
Tomuan Coffee & Eatery,Restoran,$$,4.6,892.0,tomuan coffee & eatery restoran $$
Warung Makan Kuliner Malam Bakso KANGEN,Restoran Bakso,harga standar,4.1,16.0,warung makan kuliner malam bakso kangen restoran bakso harga standar
Sate Kambing Mas HJT,Restoran Sate,$,4.6,1123.0,sate kambing mas hjt restoran sate $
X.O Suki & Cuisine,Restoran China,$$$,4.5,993.0,x.o suki & cuisine restoran china $$$
Warung Nasi Timbel & Zuppa Soup,Rumah Makan,harga standar,4.3,31.0,warung nasi timbel & zuppa soup rumah makan harga standar
Babi Masak Bang Berto,Restoran,harga standar,4.5,82.0,babi masak bang berto restoran harga standar
Dobutzoo,Restoran Panekuk,$$$,4.2,307.0,dobutzoo restoran panekuk $$$
Tumpeng solo,Restoran Indonesia,harga standar,4.0,30.0,tumpeng solo restoran indonesia harga standar
Taman Balekambang Surakarta,Taman Kota,harga standar,4.5,4035.0,taman balekambang surakarta taman kota harga standar
Grill it,Restoran Steak,harga standar,4.7,1118.0,grill it restoran steak harga standar
"Soto Ayam Kampung H SURONO ""Pujasari""",Restoran Soto Ayam,harga standar,4.4,338.0,"soto ayam kampung h surono ""pujasari"" restoran soto ayam harga standar"
Taman Tirtonadi,Tujuan Wisata,harga standar,4.5,1471.0,taman tirtonadi tujuan wisata harga standar
"Mie Ayam ""234"" Slamet",Warung Makanan Kecil,harga standar,4.0,2.0,"mie ayam ""234"" slamet warung makanan kecil harga standar"
Toko Kain Batik Vania,Pusat anganwadi,harga standar,4.6,15.0,toko kain batik vania pusat anganwadi harga standar
Manja Mie Ayam Jamur Prikitiew,Restoran Mie,harga standar,4.5,91.0,manja mie ayam jamur prikitiew restoran mie harga standar
Gerobogvape,Kantor Perusahaan,harga standar,4.7,3.0,gerobogvape kantor perusahaan harga standar
Manja 234,Warung Makanan Kecil,harga standar,0.0,0.0,manja 234 warung makanan kecil harga standar
Petit Boutique hotel,Hotel,harga standar,4.6,1357.0,petit boutique hotel hotel harga standar
Mas Jayus,Warung Makanan Kecil,harga standar,0.0,0.0,mas jayus warung makanan kecil harga standar
AYAM KARAGE,Restoran Masakan Ayam,harga standar,5.0,2.0,ayam karage restoran masakan ayam harga standar
Babe Sticker,Kantor Perusahaan,harga standar,5.0,1.0,babe sticker kantor perusahaan harga standar
Mie Ayam Bro,Restoran Mie,harga standar,4.0,1.0,mie ayam bro restoran mie harga standar
Aneka Jaya,Pedagang tekstil,harga standar,0.0,0.0,aneka jaya pedagang tekstil harga standar
Wedangan Racing,Kedai Kopi,harga standar,0.0,0.0,wedangan racing kedai kopi harga standar
"Wr Soto Kwali Tenai ""Mbak Yani""",Restoran,harga standar,0.0,0.0,"wr soto kwali tenai ""mbak yani"" restoran harga standar"
Waroeng Steak & Shake Gajah Mada,Restoran Steak,$$,4.4,3252.0,waroeng steak & shake gajah mada restoran steak $$
Seafood Central Rasa,Restoran Seafood,$,4.3,154.0,seafood central rasa restoran seafood $
Taman Bendungan Tirtonadi,Taman,harga standar,4.6,168.0,taman bendungan tirtonadi taman harga standar
Bakso Kedaton,Restoran Keluarga,$$,4.5,274.0,bakso kedaton restoran keluarga $$
Cobek Panas Pak Brintik,Restoran Jawa,harga standar,4.3,1043.0,cobek panas pak brintik restoran jawa harga standar
Jamu Gendong Mbok Misri,Rumah Makan,harga standar,4.8,10.0,jamu gendong mbok misri rumah makan harga standar
Bakso mercon dan mie ayam,Restoran,$,4.2,76.0,bakso mercon dan mie ayam restoran $
BurGer Enak Murah,Kafe,harga standar,5.0,4.0,burger enak murah kafe harga standar
Warung Makan Lestari,Restoran Jawa,harga standar,4.6,130.0,warung makan lestari restoran jawa harga standar
Goela Klapa Bistro,Restoran,harga standar,4.6,132.0,goela klapa bistro restoran harga standar
"Pecel Madiun, Aneka Masakan Belut, dan Serba Sambal - Berkah Dalem Yu Sri",Restoran Jawa Tengah,harga standar,4.5,91.0,"pecel madiun, aneka masakan belut, dan serba sambal - berkah dalem yu sri restoran jawa tengah harga standar"
Serba Penyet Mbak Eny,Restoran Jawa,harga standar,4.2,10.0,serba penyet mbak eny restoran jawa harga standar
Kedai Es Dengan Mas Agung Ala Jawa Bali 354,Warung Makanan Kecil,harga standar,4.2,5.0,kedai es dengan mas agung ala jawa bali 354 warung makanan kecil harga standar
RM. Kikil Mercon MAK JINGKRAK solo,Restoran,harga standar,4.5,8.0,rm. kikil mercon mak jingkrak solo restoran harga standar
SELTER Pasar Pucang Sawit Surakarta,Pasar,harga standar,4.1,245.0,selter pasar pucang sawit surakarta pasar harga standar
Mie ramen,Restoran,harga standar,5.0,6.0,mie ramen restoran harga standar
Kedai Bu Santi,Restoran Indonesia,harga standar,4.8,6.0,kedai bu santi restoran indonesia harga standar
Hik Mbak Ika,Restoran,harga standar,4.6,5.0,hik mbak ika restoran harga standar
Tahu Kupat Bu Jum,Rumah Makan,harga standar,0.0,0.0,tahu kupat bu jum rumah makan harga standar
Bakmi dan Nasi Goreng Bu Ngati,Restoran Mie,harga standar,5.0,9.0,bakmi dan nasi goreng bu ngati restoran mie harga standar
Soto Sapi,Restoran Soto Ayam,harga standar,5.0,1.0,soto sapi restoran soto ayam harga standar
Kadipiro,kuliner umum,harga standar,0.0,0.0,kadipiro kuliner umum harga standar
SPBU Pertamina 44.571.15 Kadipiro,Pom bensin/SPBU,harga standar,3.9,346.0,spbu pertamina 44.571.15 kadipiro pom bensin/spbu harga standar
Soto seger,Dapur Umum,harga standar,0.0,0.0,soto seger dapur umum harga standar
Kampung kecil Solo,Restoran,harga standar,4.9,13430.0,kampung kecil solo restoran harga standar
Gongso Masisseo,Restoran,harga standar,4.9,339.0,gongso masisseo restoran harga standar
Korind Resto,Restoran,harga standar,4.8,508.0,korind resto restoran harga standar
Warung Makan Bu Sinder,Restoran Jawa,$,4.4,1289.0,warung makan bu sinder restoran jawa $
"Gudeg Ceker Bu ""Witri""",Restoran Jawa,$,4.5,829.0,"gudeg ceker bu ""witri"" restoran jawa $"
Tirsam (Tirai Sambal),Pujasera,$$,4.3,709.0,tirsam (tirai sambal) pujasera $$
Ayam Kampung Goreng Mbah Karto Tembel 2,Restoran Masakan Ayam,$$,4.5,1359.0,ayam kampung goreng mbah karto tembel 2 restoran masakan ayam $$
Warung Jepun,Restoran ayam penyet,harga standar,4.6,2519.0,warung jepun restoran ayam penyet harga standar
Ayam Penyet Bandung (UNS),Restoran ayam penyet,harga standar,4.5,1879.0,ayam penyet bandung (uns) restoran ayam penyet harga standar
Mie Gacoan Solo Jebres,Restoran Mie,$,4.6,6981.0,mie gacoan solo jebres restoran mie $
Mie Tite Bu Cuk,Restoran China,$$,4.6,338.0,mie tite bu cuk restoran china $$
Babi Guling Bli Kadek,Restoran Bali,$,4.5,1532.0,babi guling bli kadek restoran bali $
Nasi Pecel Blitar,Restoran Jawa,$,4.5,471.0,nasi pecel blitar restoran jawa $
Nomimono Food Factory,Restoran Ramen,harga standar,4.7,1000.0,nomimono food factory restoran ramen harga standar
Warung Nasi Gandul Pak Dul,Restoran Asia,harga standar,4.6,137.0,warung nasi gandul pak dul restoran asia harga standar
Sate Babi Pak Ciwir,Restoran Sate,harga standar,4.7,507.0,sate babi pak ciwir restoran sate harga standar
Warung Babi Moses,Pujasera,harga standar,4.7,53.0,warung babi moses pujasera harga standar
Sate Babi Ong,Restoran Sate,$$,4.5,889.0,sate babi ong restoran sate $$
Sosis Naga Solo,Restoran,$,4.4,903.0,sosis naga solo restoran $
Warung Makan Bu Las,Restoran,$,4.7,259.0,warung makan bu las restoran $
Kuliner Latar ijo,Restoran,harga standar,4.3,35.0,kuliner latar ijo restoran harga standar
Solo Steak UNS,Restoran Indonesia,harga standar,4.8,272.0,solo steak uns restoran indonesia harga standar
Ayam & Bebek Goreng RAMEO,Rumah Makan,harga standar,4.6,70.0,ayam & bebek goreng rameo rumah makan harga standar
PIKAL WARMINDO,Restoran,harga standar,4.3,259.0,pikal warmindo restoran harga standar
Kedai Bedjono,Restoran,harga standar,4.8,169.0,kedai bedjono restoran harga standar
"Warung Makan""Mbah Wiji""",Restoran Jawa,harga standar,4.9,8.0,"warung makan""mbah wiji"" restoran jawa harga standar"
WA Warunge Asep,Restoran Sunda,harga standar,4.8,45.0,wa warunge asep restoran sunda harga standar
D'Qira Chicken Steak,Restoran cepat saji,harga standar,4.7,40.0,d'qira chicken steak restoran cepat saji harga standar
Lentho Solo,Toko Makanan,harga standar,4.9,48.0,lentho solo toko makanan harga standar
Angkringan Jembir,Restoran,harga standar,5.0,62.0,angkringan jembir restoran harga standar
Seblak Mbak Rita,Restoran,harga standar,4.6,18.0,seblak mbak rita restoran harga standar
"WisataSolo - Sewa Mobil, Motor & Hiace",Agen Sewa Mobil,harga standar,4.9,661.0,"wisatasolo - sewa mobil, motor & hiace agen sewa mobil harga standar"
SEBLAK NJEBER UNS,Restoran Indonesia,harga standar,3.7,102.0,seblak njeber uns restoran indonesia harga standar
SEBLAK POKWE,Rumah Makan,harga standar,5.0,5.0,seblak pokwe rumah makan harga standar
Warung Kampung Tengah Solo,Restoran,harga standar,4.4,102.0,warung kampung tengah solo restoran harga standar
Mie Ayam & Bakso Yummy - YuMie Surakarta,Restoran Mie,harga standar,4.8,139.0,mie ayam & bakso yummy - yumie surakarta restoran mie harga standar
Wedang Dongo MJ-9,Restoran,harga standar,4.6,254.0,wedang dongo mj-9 restoran harga standar
Restoran Golden,Restoran China,$$,4.3,387.0,restoran golden restoran china $$
Tahu Kupat Sido Mampir,Rumah Makan,harga standar,4.6,138.0,tahu kupat sido mampir rumah makan harga standar
Steak Moen Moen,Restoran Steak,$$,4.4,5493.0,steak moen moen restoran steak $$
Sate Kambing Mbak Puji,Restoran Sate,harga standar,4.7,310.0,sate kambing mbak puji restoran sate harga standar
Babi Kuah Angkring Kuning ~ Pak Warsidi,Pujasera,harga standar,4.7,64.0,babi kuah angkring kuning ~ pak warsidi pujasera harga standar
Bakso Daging Sapi & Mie Ayam SULUR,Restoran,$,4.5,1226.0,bakso daging sapi & mie ayam sulur restoran $
"Selat Segar ""Mbak Atik""",Restoran,$$,4.5,149.0,"selat segar ""mbak atik"" restoran $$"
Sate Kambing Sumber Pak Dahlan,Restoran Sate,$$,4.4,3252.0,sate kambing sumber pak dahlan restoran sate $$
Camilan Enak Solo FROZEN FOOD DAN SNACK,Toko makanan beku,harga standar,4.4,417.0,camilan enak solo frozen food dan snack toko makanan beku harga standar
Tahu Kupat Sido Mampir Pak Man,Restoran Tahu,$,4.1,158.0,tahu kupat sido mampir pak man restoran tahu $
Kuliner Banyuanyar Selatan,Restoran Indonesia,harga standar,5.0,1.0,kuliner banyuanyar selatan restoran indonesia harga standar
SOTO AMPIRAN,Restoran Soto Ayam,$,4.3,1035.0,soto ampiran restoran soto ayam $
Babi Mas Sigit,Restoran,harga standar,4.6,628.0,babi mas sigit restoran harga standar
Wedangan Pak No 1,Rumah Makan,harga standar,4.4,2883.0,wedangan pak no 1 rumah makan harga standar
Soto kwali Mbah cipto mojosongo,Restoran,harga standar,4.7,136.0,soto kwali mbah cipto mojosongo restoran harga standar
BIRONA RESTO WEDANGAN & KOLAM RENANG,Restoran Keluarga,$$,4.0,282.0,birona resto wedangan & kolam renang restoran keluarga $$
Warung Lotek dan Gado-gado Bu Giyono,Restoran,harga standar,4.6,67.0,warung lotek dan gado-gado bu giyono restoran harga standar
Bubur Ayam Dimsum 21,Restoran Bubur,harga standar,4.9,62.0,bubur ayam dimsum 21 restoran bubur harga standar
"Soto Daging Sapi, Tahu Kupat & Bakmi Jawa WITING TRESNO",Rumah Makan,$,4.6,280.0,"soto daging sapi, tahu kupat & bakmi jawa witing tresno rumah makan $"
WARUNG MBAK UCIK,Kedai Sarapan,harga standar,4.6,105.0,warung mbak ucik kedai sarapan harga standar
Bakmi Jawa Aroma Presiden,Restoran Mie,harga standar,3.9,585.0,bakmi jawa aroma presiden restoran mie harga standar
Warung Mami SMSR,Restoran,$,4.7,83.0,warung mami smsr restoran $
Siomay dan Batagor RamaShinta,Rumah Makan,harga standar,4.9,33.0,siomay dan batagor ramashinta rumah makan harga standar
Adhiwangsa Hotel & Convention,Restoran,US$21,4.5,1678.0,adhiwangsa hotel & convention restoran us$21
Bakso Urat Lor Patung Kuda Manahan,Restoran Bakso,$$,4.5,1612.0,bakso urat lor patung kuda manahan restoran bakso $$
Warung Makan Sate Kambing Pak MAN,Restoran Sate,$$,4.4,398.0,warung makan sate kambing pak man restoran sate $$
Warung Bakso Pak Kumis,Restoran Bakso,$$,4.6,454.0,warung bakso pak kumis restoran bakso $$
Sekolah Tinggi Pariwisata Sahid Surakarta,Perguruan Tinggi,harga standar,4.9,155.0,sekolah tinggi pariwisata sahid surakarta perguruan tinggi harga standar
D'Paragon Sumber Solo,Pondok,US$9,4.5,581.0,d'paragon sumber solo pondok us$9
Sate kambing sido mampir pak pardi fajar indah solo,Restoran,harga standar,3.6,54.0,sate kambing sido mampir pak pardi fajar indah solo restoran harga standar
"Bakso dan Mie Ayam ""IDOLA""",Restoran Bakso,$$,4.6,3587.0,"bakso dan mie ayam ""idola"" restoran bakso $$"
Bebek Mropol Mojosongo,Restoran,$$,4.2,288.0,bebek mropol mojosongo restoran $$
ayam kremes bengawan,Restoran Jawa,harga standar,4.3,105.0,ayam kremes bengawan restoran jawa harga standar
Pisang Nangka Kembung Mojosongo,Pusat jajanan kaki lima,harga standar,4.3,4.0,pisang nangka kembung mojosongo pusat jajanan kaki lima harga standar
Sate Ayam Ponorogo Mbah Harjo Sarmun,Restoran Sate,harga standar,4.4,127.0,sate ayam ponorogo mbah harjo sarmun restoran sate harga standar
Burjo Millenia,Restoran,harga standar,4.2,85.0,burjo millenia restoran harga standar
Sambel Mbah Wir,Restoran,harga standar,4.7,119.0,sambel mbah wir restoran harga standar
Ndalem Limasan,Restoran,harga standar,4.4,546.0,ndalem limasan restoran harga standar
Warung Steak nusukan,Restoran,$$,4.5,2532.0,warung steak nusukan restoran $$
Soto Pak Podo Krembyongan,Restoran soto,$,4.5,379.0,soto pak podo krembyongan restoran soto $
"Bakmi Djowo Semarangan Benthuman ""Bu Kini"" Banyuanyar",Restoran Mie,harga standar,4.2,86.0,"bakmi djowo semarangan benthuman ""bu kini"" banyuanyar restoran mie harga standar"
ALFAMIDI JAYA WIJAYA,Toko bahan makanan,harga standar,4.5,805.0,alfamidi jaya wijaya toko bahan makanan harga standar
Sate Kambing Pak Sarminto,Restoran Sate,harga standar,3.2,36.0,sate kambing pak sarminto restoran sate harga standar
Sushiwow,Restoran Jepang,harga standar,4.4,321.0,sushiwow restoran jepang harga standar
Sego Babat Mbah Roso,Restoran makanan pedesaan,harga standar,4.8,158.0,sego babat mbah roso restoran makanan pedesaan harga standar
Adem Ayem Resto Adi Sucipto,Restoran,$$,4.5,1326.0,adem ayem resto adi sucipto restoran $$
"Waroeng Spesial Sambal ""SS"" Gonilan",Restoran,$,4.3,5014.0,"waroeng spesial sambal ""ss"" gonilan restoran $"
Wedangan Mas Didik - Timur Hailai,Restoran,$,4.7,311.0,wedangan mas didik - timur hailai restoran $
Pia Pia Pak Min Sumber Krajan,Dapur Umum,harga standar,4.9,53.0,pia pia pak min sumber krajan dapur umum harga standar
Warung Makan Bu Zaenal,Restoran Jawa,harga standar,4.5,1175.0,warung makan bu zaenal restoran jawa harga standar
Warung Ayam Bakar Bu Lusi (Legend Since 2000),Restoran,$,4.6,348.0,warung ayam bakar bu lusi (legend since 2000) restoran $
Bubur Ayam Jakarta H5,Restoran Bubur,$,4.6,761.0,bubur ayam jakarta h5 restoran bubur $
"Little Hanoi (Banh Mi, roti vietnam )",Restoran Vietnam,harga standar,4.9,272.0,"little hanoi (banh mi, roti vietnam ) restoran vietnam harga standar"
Lapak Chicken,Restoran,harga standar,4.5,794.0,lapak chicken restoran harga standar
Seblak Endes Bang Jo Cabang UMS,Restoran Mie,$,4.0,2324.0,seblak endes bang jo cabang ums restoran mie $
Es Coklat Cokot & Mie Cokot,Kafe,$,4.5,220.0,es coklat cokot & mie cokot kafe $
Kawasan Kuliner Halal Kauman Solo,Restoran,harga standar,4.5,2.0,kawasan kuliner halal kauman solo restoran harga standar
Wr Rawon Penjara Bu Har,Warung nasi,$,4.4,984.0,wr rawon penjara bu har warung nasi $
Wedangan Mantap,Restoran Indonesia,harga standar,4.5,2719.0,wedangan mantap restoran indonesia harga standar
Warung Bakmi Sabar Subur,Restoran Mie,harga standar,4.3,49.0,warung bakmi sabar subur restoran mie harga standar
MASAKAN PADANG SINGGALANG INDAH,Restoran Padang,$$,4.4,470.0,masakan padang singgalang indah restoran padang $$
Edutorium KH. Ahmad Dahlan - Universitas Muhammadiyah Surakarta (UMS),Tempat acara,harga standar,4.8,743.0,edutorium kh. ahmad dahlan - universitas muhammadiyah surakarta (ums) tempat acara harga standar
Kedai Mie Fajar Indah mie Bangka dan pempek Palembang,Restoran Hidangan Mie China,harga standar,4.4,38.0,kedai mie fajar indah mie bangka dan pempek palembang restoran hidangan mie china harga standar
Pusat Kuliner Alun Alun Lor Solo,Restoran,harga standar,5.0,4.0,pusat kuliner alun alun lor solo restoran harga standar
Gultik & Gongso 45,Restoran,harga standar,4.3,622.0,gultik & gongso 45 restoran harga standar
Penyetan 45,Restoran,$$,4.4,1383.0,penyetan 45 restoran $$
Kooken Cafe & Resto,Kafe,$$,4.7,498.0,kooken cafe & resto kafe $$
Soto Balungan Rel 2,Restoran Indonesia,harga standar,4.8,49.0,soto balungan rel 2 restoran indonesia harga standar
Gudeg Ceker Margoyudan Bu Kasno,Restoran Jawa,$$,4.5,4211.0,gudeg ceker margoyudan bu kasno restoran jawa $$
Warung Soto Ayam Gading Wetan,Restoran Soto Ayam,$$,4.6,2097.0,warung soto ayam gading wetan restoran soto ayam $$
